title,est_emp,ann_wage,monthly_rent_allowance,year,98103: Wallingford: Wallingford: Wallingford,98115: Wedgewood: Wedgewood: Wedgewood,98133: North Park: North Park: North Park,98122: Capitol Hill/Madrona: Capitol Hill/Madrona: Capitol Hill/Madrona,98125: Lake City: Lake City: Lake City,98109: Westlake: Westlake: Westlake,98105: University District: University District: University District,98118: Rainier Valley: Rainier Valley: Rainier Valley,98102: Captiol Hill: Captiol Hill: Captiol Hill,98107: Ballard: Ballard: Ballard,98117: Ballard: Ballard: Ballard,98121: BellTown: BellTown: BellTown,98116: West Seattle/Alki: West Seattle/Alki: West Seattle/Alki,98112: Montlake: Montlake: Montlake,98101: Downtown: Downtown: Downtown,98126: West Seattle: West Seattle: West Seattle,98104: Pioneer Square: Pioneer Square: Pioneer Square
Amusement & Recreation Attendants,1970,25836,717.6666666666666,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Medical & Clinical Laboratory Technologists,1968,67036,1862.111111111111,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Chief Executives,1962,218305,6064.027777777777,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Editors,1933,67239,1867.75,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Legal Secretaries,1872,55216,1533.7777777777776,2014,False,True,True,False,True,False,True,True,True,False,True,False,True,True,False,True,True
Sailors & Marine Oilers,1832,47977,1332.6944444444446,2014,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False
Payroll & Timekeeping Clerks,1813,46609,1294.6944444444446,2014,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False
Parts Salespersons,1800,38893,1080.361111111111,2014,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Packaging & Filling Machine Operators & Tenders,1760,29782,827.2777777777778,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Health Technologists & Technicians, All Other",1724,54117,1503.25,2014,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Insurance Underwriters,1644,83384,2316.222222222222,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Eligibility Interviewers, Government Programs",1464,47925,1331.25,2014,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False
Librarians,1457,69485,1930.138888888889,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Chefs & Head Cooks,1441,50181,1393.9166666666667,2014,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False
Data Entry Keyers,1421,33830,939.7222222222222,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Merchandise Displayers & Window Trimmers,1413,32092,891.4444444444445,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Telemarketers,1412,27625,767.3611111111112,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sewing Machine Operators,1398,28257,784.9166666666666,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emergency Medical Technicians & Paramedics,1389,62352,1732.0,2014,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True
Medical & Clinical Laboratory Technicians,1358,43534,1209.2777777777778,2014,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
Printing Press Operators,1320,42091,1169.1944444444446,2014,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
Occupational Therapists,1310,82192,2283.111111111111,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Roofers,1304,46296,1286.0,2014,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False
Urban & Regional Planners,1292,78469,2179.6944444444443,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Advertising Sales Agents,1268,66387,1844.0833333333333,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Cargo & Freight Agents,1262,51479,1429.9722222222224,2014,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
"Painters, Transportation Equipment",1262,55834,1550.9444444444443,2014,False,True,True,False,True,False,True,True,True,False,True,False,True,True,False,True,True
Producers & Directors,1262,65215,1811.5277777777776,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Mental Health Counselors,1241,44859,1246.0833333333333,2014,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False
Drywall & Ceiling Tile Installers,1225,47308,1314.111111111111,2014,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False
"Cooks, Short Order",1208,25171,699.1944444444445,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Butchers & Meat Cutters,1118,36450,1012.5,2014,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Education Administrators, Postsecondary",1104,105137,2920.472222222222,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Travel Agents,1097,42662,1185.0555555555554,2014,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
Instructional Coordinators,1082,63232,1756.4444444444443,2014,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True
Construction & Building Inspectors,1032,71362,1982.2777777777776,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Substance Abuse & Behavioral Disorder Counselors,1012,44303,1230.638888888889,2014,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False
Sales Engineers,1004,115167,3199.0833333333335,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Surgical Technologists,987,52609,1461.361111111111,2014,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Architectural & Civil Drafters,859,57374,1593.7222222222224,2014,True,True,True,False,True,False,True,True,True,False,True,False,True,True,False,True,True
Physician Assistants,849,110844,3079.0,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Reservation/Transportation Ticket Agents/Travel Clerks,846,35774,993.7222222222222,2014,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Retail Salespersons,50258,31288,869.1111111111112,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cashiers,26046,29004,805.6666666666666,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Registered Nurses,23374,85457,2373.8055555555557,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Waiters & Waitresses,22842,30717,853.25,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Office Clerks, General",20301,34331,953.6388888888888,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Business Operations Specialists, All Other",19037,78471,2179.75,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Stock Clerks & Order Fillers,18039,32007,889.0833333333334,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Accountants & Auditors,15904,78725,2186.8055555555557,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Teacher Assistants,12568,33512,930.8888888888888,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Computer Programmers,12282,121433,3373.1388888888887,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Cooks, Restaurant",12147,27804,772.3333333333334,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Computer Systems Analysts,11706,103364,2871.222222222222,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Management Analysts,11522,106315,2953.194444444445,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Truck Drivers, Heavy & Tractor-Trailer",10727,46910,1303.0555555555554,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
Carpenters,10192,54996,1527.6666666666667,2015,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False
Security Guards,10080,34712,964.2222222222222,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Receptionists & Information Clerks,9730,33083,918.9722222222222,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Construction Laborers,8528,48774,1354.8333333333333,2015,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False
Lawyers,7440,133094,3697.055555555555,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Counter & Rental Clerks,7409,33614,933.7222222222222,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Packers & Packagers, Hand",6846,29128,809.1111111111112,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Executive Secretaries & Administrative Assistants,6696,57743,1603.9722222222224,2015,True,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False
Bartenders,6447,33823,939.5277777777778,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dishwashers,5977,23196,644.3333333333334,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Civil Engineers,5969,87303,2425.0833333333335,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Team Assemblers,5947,34403,955.6388888888888,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Medical Assistants,5927,38789,1077.4722222222222,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Electricians,5673,73683,2046.75,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Medical Secretaries,5059,44104,1225.111111111111,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Dining Room & Cafeteria Attendants & Bartender Helpers,4956,24882,691.1666666666666,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Machinists,4922,50912,1414.2222222222224,2015,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False
Industrial Truck & Tractor Operators,4906,44703,1241.75,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
Dental Assistants,4710,42315,1175.4166666666667,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Fitness Trainers & Aerobics Instructors,4507,42672,1185.3333333333333,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Home Health Aides,4455,26732,742.5555555555555,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Painters, Construction & Maintenance",4289,44558,1237.7222222222222,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
"Plumbers, Pipefitters, & Steamfitters",4170,70146,1948.5,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Mechanical Engineers,3905,95729,2659.138888888889,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Cooks, Institution & Cafeteria",3874,32096,891.5555555555555,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Coaches & Scouts,3831,39200,1088.888888888889,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Self-Enrichment Education Teachers,3795,46957,1304.361111111111,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
Insurance Sales Agents,3743,69135,1920.4166666666667,2015,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Tellers,3605,30627,850.75,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pharmacy Technicians,3495,42151,1170.861111111111,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Electrical & Electronic Equipment Assemblers,3416,35970,999.1666666666666,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Police & Sheriff's Patrol Officers,3373,81993,2277.5833333333335,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Loan Officers,3254,73239,2034.4166666666667,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Bakers,3195,28418,789.3888888888888,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cleaners of Vehicles & Equipment,3087,29524,820.1111111111112,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Real Estate Sales Agents,3072,49824,1384.0,2015,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False
Insurance Claims & Policy Processing Clerks,3018,41049,1140.25,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Paralegals & Legal Assistants,2999,63809,1772.4722222222224,2015,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,True
Cost Estimators,2943,75277,2091.027777777778,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Taxi Drivers & Chauffeurs,2940,30338,842.7222222222222,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Graphic Designers,2850,61071,1696.4166666666667,2015,True,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Gaming Dealers,2827,23646,656.8333333333334,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bill & Account Collectors,2764,37325,1036.8055555555554,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Dental Hygienists,2681,95719,2658.861111111111,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Public Relations Specialists,2582,66567,1849.0833333333333,2015,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Personal Financial Advisors,2578,122629,3406.3611111111113,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Order Clerks,2556,37020,1028.3333333333333,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Nonfarm Animal Caretakers,2529,27232,756.4444444444445,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rehabilitation Counselors,2488,41289,1146.9166666666667,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Food Servers, Nonrestaurant",2487,24177,671.5833333333334,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pharmacists,2437,122558,3404.3888888888887,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Financial Analysts,2423,84332,2342.5555555555557,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Sewing Machine Operators,2421,30016,833.7777777777778,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Physical Therapists,2414,85731,2381.4166666666665,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Medical Records & Health Information Technicians,2379,46632,1295.3333333333333,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
Massage Therapists,2376,50398,1399.9444444444443,2015,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False
Loan Interviewers & Clerks,2375,36229,1006.3611111111112,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chief Executives,2251,232341,6453.916666666667,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Legal Secretaries,2144,51563,1432.3055555555557,2015,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False
"Vocational Education Teachers, Postsecondary",2141,58648,1629.111111111111,2015,True,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False
Industrial Machinery Mechanics,2105,61809,1716.9166666666667,2015,True,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True
Environmental Scientists & Specialists (Inc Health),2094,79069,2196.361111111111,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Medical & Clinical Laboratory Technologists,2029,68331,1898.0833333333333,2015,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Human Resources Managers,2012,124049,3445.805555555555,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Telemarketers,1970,29402,816.7222222222222,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Amusement & Recreation Attendants,1896,24177,671.5833333333334,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Merchandise Displayers & Window Trimmers,1829,30358,843.2777777777778,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Cooks, Short Order",1827,25127,697.9722222222222,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Packaging & Filling Machine Operators & Tenders,1800,30749,854.1388888888888,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Parts Salespersons,1797,40341,1120.5833333333333,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Database Administrators,1788,96864,2690.6666666666665,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Payroll & Timekeeping Clerks,1763,47514,1319.8333333333333,2015,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False
"Health Technologists & Technicians, All Other",1725,56427,1567.4166666666667,2015,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False
Sailors & Marine Oilers,1707,49533,1375.9166666666667,2015,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False
Editors,1649,70623,1961.75,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Advertising Sales Agents,1572,55597,1544.361111111111,2015,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False
Librarians,1551,70298,1952.7222222222224,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Producers & Directors,1540,69406,1927.9444444444443,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Reservation/Transportation Ticket Agents/Travel Clerks,1465,33448,929.1111111111112,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Printing Press Operators,1454,43909,1219.6944444444446,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Medical & Clinical Laboratory Technicians,1439,44838,1245.5,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
"Painters, Transportation Equipment",1430,58108,1614.111111111111,2015,True,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False
Insurance Underwriters,1419,81188,2255.222222222222,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Data Entry Keyers,1404,38157,1059.9166666666667,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Chefs & Head Cooks,1377,54178,1504.9444444444443,2015,False,True,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False
Drywall & Ceiling Tile Installers,1327,50203,1394.5277777777776,2015,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False
Cargo & Freight Agents,1258,52435,1456.5277777777776,2015,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False
Emergency Medical Technicians & Paramedics,1238,64782,1799.5,2015,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,True
Travel Agents,1181,44386,1232.9444444444446,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Roofers,1174,45967,1276.861111111111,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
Butchers & Meat Cutters,1173,35644,990.1111111111112,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Occupational Therapists,1169,84453,2345.9166666666665,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Mental Health Counselors,1090,44199,1227.75,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Urban & Regional Planners,1080,85062,2362.8333333333335,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Education Administrators, Postsecondary",1076,106953,2970.9166666666665,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Construction & Building Inspectors,1022,73642,2045.611111111111,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Eligibility Interviewers, Government Programs",1020,49564,1376.7777777777776,2015,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False
Substance Abuse & Behavioral Disorder Counselors,1019,45973,1277.0277777777778,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
Architectural & Civil Drafters,1017,57756,1604.3333333333333,2015,True,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False
Instructional Coordinators,969,63748,1770.7777777777776,2015,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,True
Sales Engineers,881,119399,3316.6388888888887,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Physician Assistants,782,112064,3112.8888888888887,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Surgical Technologists,734,52331,1453.638888888889,2015,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False
Retail Salespersons,50315,30882,857.8333333333334,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Registered Nurses,24704,83432,2317.5555555555557,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Waiters & Waitresses,24508,33366,926.8333333333334,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Office Clerks, General",24304,37117,1031.0277777777778,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cashiers,24039,28547,792.9722222222222,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Business Operations Specialists, All Other",19987,81203,2255.638888888889,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Stock Clerks & Order Fillers,18395,33965,943.4722222222222,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Accountants & Auditors,16380,80343,2231.75,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Management Analysts,12518,111903,3108.4166666666665,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Computer Systems Analysts,12347,101186,2810.722222222222,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Teacher Assistants,12323,34635,962.0833333333334,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Cooks, Restaurant",12037,28808,800.2222222222222,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Computer Programmers,11974,125280,3480.0,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Carpenters,11729,56674,1574.2777777777776,2016,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
Security Guards,11583,36038,1001.0555555555555,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Truck Drivers, Heavy & Tractor-Trailer",11027,47137,1309.361111111111,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Receptionists & Information Clerks,9601,34180,949.4444444444445,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Packers & Packagers, Hand",9295,28351,787.5277777777778,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Construction Laborers,8605,50200,1394.4444444444443,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Lawyers,7554,137555,3820.972222222222,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bartenders,6894,34029,945.25,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Team Assemblers,6794,36635,1017.6388888888888,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Electricians,6588,72001,2000.0277777777776,2016,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Counter & Rental Clerks,6434,33328,925.7777777777778,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dishwashers,5865,24321,675.5833333333334,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Civil Engineers,5808,87957,2443.25,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Medical Assistants,5804,38903,1080.638888888889,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Executive Secretaries & Administrative Assistants,5652,61217,1700.4722222222224,2016,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False
Machinists,5643,52242,1451.1666666666667,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
"Plumbers, Pipefitters, & Steamfitters",5076,69023,1917.3055555555557,2016,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True
Industrial Truck & Tractor Operators,4979,46525,1292.361111111111,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Coaches & Scouts,4741,46748,1298.5555555555554,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Painters, Construction & Maintenance",4706,45819,1272.75,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Real Estate Sales Agents,4634,55729,1548.0277777777776,2016,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
Medical Secretaries,4611,45826,1272.9444444444446,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Dental Assistants,4574,43431,1206.4166666666667,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Fitness Trainers & Aerobics Instructors,4349,47020,1306.111111111111,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Mechanical Engineers,4312,97219,2700.527777777778,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Dining Room & Cafeteria Attendants & Bartender Helpers,4273,26381,732.8055555555555,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Insurance Sales Agents,4029,70801,1966.6944444444443,2016,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Self-Enrichment Education Teachers,3800,44851,1245.861111111111,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Home Health Aides,3772,26860,746.1111111111112,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Police & Sheriff's Patrol Officers,3762,83741,2326.138888888889,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Cooks, Institution & Cafeteria",3633,33447,929.0833333333334,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tellers,3588,31171,865.8611111111112,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pharmacy Technicians,3508,43014,1194.8333333333333,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Sailors & Marine Oilers,3348,49592,1377.5555555555557,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Cleaners of Vehicles & Equipment,3283,30592,849.7777777777778,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Loan Officers,3282,70580,1960.5555555555557,2016,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Electrical & Electronic Equipment Assemblers,3265,37359,1037.75,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chief Executives,3238,218393,6066.472222222223,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Cost Estimators,3232,76557,2126.5833333333335,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Bakers,3184,28571,793.6388888888888,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Graphic Designers,3140,61458,1707.1666666666667,2016,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False
Public Relations Specialists,3087,71126,1975.7222222222224,2016,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Paralegals & Legal Assistants,3009,63538,1764.9444444444443,2016,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,False
Financial Analysts,2929,89932,2498.111111111111,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
